method,category,query_count,strict_coverage,partial_coverage,failure_count,dominant_failure_reason
random_topk_3,diagnosis_oriented,11,0.7272727272727273,0.8982683982683981,3,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_3,general_clinical,6,0.5,0.6944444444444443,3,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_3,hospitalisation,11,0.7272727272727273,0.8242424242424242,3,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_3,temporal,7,0.42857142857142855,0.6877551020408165,4,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_3,treatment_procedure,7,0.42857142857142855,0.673469387755102,4,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_4,demographic,12,1.0,1.0,0,SUPPORTED
random_topk_4,diagnosis_oriented,11,0.36363636363636365,0.5974025974025973,7,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_4,general_clinical,6,0.5,0.6944444444444443,3,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_4,hospitalisation,11,1.0,1.0,0,SUPPORTED
random_topk_4,temporal,7,0.2857142857142857,0.4765306122448979,5,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_4,treatment_procedure,7,0.2857142857142857,0.6020408163265306,5,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_5,demographic,12,0.3333333333333333,0.6095238095238096,8,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_5,diagnosis_oriented,11,1.0,1.0,0,SUPPORTED
random_topk_5,general_clinical,6,1.0,1.0,0,SUPPORTED
random_topk_5,hospitalisation,11,0.9090909090909091,0.9090909090909091,1,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_5,temporal,7,0.14285714285714285,0.5887755102040817,6,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_5,treatment_procedure,7,0.8571428571428571,0.8571428571428571,1,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_6,demographic,12,1.0,1.0,0,SUPPORTED
random_topk_6,diagnosis_oriented,11,0.7272727272727273,0.8333333333333335,3,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_6,general_clinical,5,1.0,1.0,0,SUPPORTED
random_topk_6,hospitalisation,11,0.7272727272727273,0.7878787878787878,3,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_6,temporal,7,0.2857142857142857,0.6459183673469387,5,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_6,treatment_procedure,8,0.25,0.5705357142857144,6,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_7,demographic,12,0.5,0.740079365079365,6,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_7,diagnosis_oriented,11,0.9090909090909091,0.961038961038961,1,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_7,general_clinical,5,1.0,1.0,0,SUPPORTED
random_topk_7,hospitalisation,11,0.7272727272727273,0.8434343434343435,3,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_7,temporal,7,1.0,1.0,0,SUPPORTED
random_topk_7,treatment_procedure,8,0.5,0.6642857142857144,4,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_8,demographic,12,0.6666666666666666,0.8031746031746031,4,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_8,diagnosis_oriented,10,1.0,1.0,0,SUPPORTED
random_topk_8,general_clinical,2,1.0,1.0,0,SUPPORTED
random_topk_8,hospitalisation,20,0.6,0.809404761904762,8,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_8,temporal,3,0.3333333333333333,0.4666666666666666,2,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_8,treatment_procedure,7,0.5714285714285714,0.7306122448979592,3,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_9,demographic,12,1.0,1.0,0,SUPPORTED
random_topk_9,diagnosis_oriented,11,0.7272727272727273,0.8333333333333335,3,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_9,general_clinical,6,1.0,1.0,0,SUPPORTED
random_topk_9,hospitalisation,11,0.6363636363636364,0.7333333333333333,4,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_9,temporal,7,1.0,1.0,0,SUPPORTED
random_topk_9,treatment_procedure,7,0.5714285714285714,0.7000000000000001,3,ABSENT_OR_PRUNED_OR_MATCH_FAILED
