source,target,edge_type,source_schema_edge_type,weight,structural_connectivity,containment_connectivity,cooccurrence_connectivity
form_group_outpatient_high_complexity_procedures_69791570,form_subgroup_hcpa_45543653,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_hcpa_45543653,form_subgroup_components_56977307,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_components_56977307,form_subgroup_general_data_11301547,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_general_data_11301547,form_element_issue_date_500347,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_general_data_11301547,form_element_reason_for_encounter_81596886,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_general_data_11301547,form_element_healthcare_unit_33744276,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_general_data_11301547,form_element_state_34170432,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_general_data_11301547,form_element_patient_age_47494463,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_components_56977307,form_subgroup_radiotherapy_45632387,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_radiotherapy_45632387,form_element_date_of_beginning_of_radiotherapy_84525757,canonical_containment,containment,0.5,0.5,1.0,0.0
form_group_outpatient_high_complexity_procedures_69791570,form_subgroup_patient_discharge_27481509,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_patient_discharge_27481509,form_subgroup_components_8209660,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_components_8209660,form_element_date_of_discharge_1121123,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_components_8209660,form_element_reason_for_discharge_4357725,canonical_containment,containment,0.5,0.5,1.0,0.0
form_group_outpatient_high_complexity_procedures_69791570,form_subgroup_problem_diagnosis_50758451,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_problem_diagnosis_50758451,form_subgroup_structure_50394932,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_structure_50394932,form_element_problem_55362756,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_structure_50394932,form_element_secondary_diagnosis_99007917,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_structure_50394932,form_element_associated_causes_15505116,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_structure_50394932,form_element_invaded_regional_linphonodes_38829443,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_structure_50394932,form_subgroup_tumour_tnm_cancer_staging_22133228,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_tumour_tnm_cancer_staging_22133228,form_subgroup_clinical_ctnm_65559185,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_clinical_ctnm_65559185,form_element_clinical_staging_27689314,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_tumour_tnm_cancer_staging_22133228,form_subgroup_pathological_ptnm_25149479,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_pathological_ptnm_25149479,form_element_histopathological_grading_g_84881030,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_pathological_ptnm_25149479,form_element_date_of_pathological_identification_25152206,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_tumour_tnm_cancer_staging_22133228,form_element_topography_72218654,canonical_containment,containment,0.5,0.5,1.0,0.0
form_group_outpatient_high_complexity_procedures_69791570,form_subgroup_procedure_undertaken_60437252,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_procedure_undertaken_60437252,form_subgroup_procedure_list_70679266,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_procedure_list_70679266,form_element_procedure_82870315,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_procedure_list_70679266,form_element_irradiated_area_1_88375174,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_procedure_list_70679266,form_element_irradiated_area_2_63754659,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_procedure_list_70679266,form_element_irradiated_area_3_55972313,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_procedure_list_70679266,form_element_fields_insertions_1_4456762,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_procedure_list_70679266,form_element_fields_insertions_2_91014135,canonical_containment,containment,0.5,0.5,1.0,0.0
form_group_outpatient_high_complexity_procedures_69791570,form_subgroup_bariatric_surgery_evaluation_72447425,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_bariatric_surgery_evaluation_72447425,form_subgroup_components_61558224,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_components_61558224,form_element_duration_of_follow_up_months_90205624,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_components_61558224,form_element_baros_score_67923395,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_components_61558224,form_element_baros_table_1523698,canonical_containment,containment,0.5,0.5,1.0,0.0
form_group_outpatient_high_complexity_procedures_69791570,form_subgroup_body_mass_index_32126336,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_body_mass_index_32126336,form_subgroup_history_91614289,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_history_91614289,form_subgroup_any_event_88909362,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_any_event_88909362,form_subgroup_single_84555738,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_single_84555738,form_element_body_mass_index_24477409,canonical_containment,containment,0.5,0.5,1.0,0.0
form_group_demographic_data_42228582,form_subgroup_demographic_data_47639250,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_demographic_data_47639250,form_subgroup_components_65365934,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_components_65365934,form_element_birth_date_65657889,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_components_65365934,form_element_gender_94545700,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_components_56977307,form_subgroup_chemotherapy_18569528,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_chemotherapy_18569528,form_element_duration_of_treatment_38040867,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_chemotherapy_18569528,form_element_schema_51462471,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_chemotherapy_18569528,form_element_date_of_beginning_of_chemotherapy_90199644,canonical_containment,containment,0.5,0.5,1.0,0.0
form_element_fields_insertions_1_4456762,form_element_fields_insertions_2_91014135,canonical_association,cooccurrence,0.4276315789473684,0.4276315789473684,0.75,0.10526315789473684
form_element_fields_insertions_2_91014135,form_element_fields_insertions_1_4456762,canonical_association,cooccurrence,0.4276315789473684,0.4276315789473684,0.75,0.10526315789473684
form_element_fields_insertions_1_4456762,form_element_irradiated_area_1_88375174,canonical_association,cooccurrence,0.4276315789473684,0.4276315789473684,0.75,0.10526315789473684
form_element_irradiated_area_1_88375174,form_element_fields_insertions_1_4456762,canonical_association,cooccurrence,0.4276315789473684,0.4276315789473684,0.75,0.10526315789473684
form_element_fields_insertions_1_4456762,form_element_irradiated_area_2_63754659,canonical_association,cooccurrence,0.4276315789473684,0.4276315789473684,0.75,0.10526315789473684
form_element_irradiated_area_2_63754659,form_element_fields_insertions_1_4456762,canonical_association,cooccurrence,0.4276315789473684,0.4276315789473684,0.75,0.10526315789473684
form_element_fields_insertions_1_4456762,form_element_irradiated_area_3_55972313,canonical_association,cooccurrence,0.4276315789473684,0.4276315789473684,0.75,0.10526315789473684
form_element_irradiated_area_3_55972313,form_element_fields_insertions_1_4456762,canonical_association,cooccurrence,0.4276315789473684,0.4276315789473684,0.75,0.10526315789473684
form_element_fields_insertions_1_4456762,form_element_procedure_82870315,canonical_association,cooccurrence,0.4276315789473684,0.4276315789473684,0.75,0.10526315789473684
form_element_procedure_82870315,form_element_fields_insertions_1_4456762,canonical_association,cooccurrence,0.4276315789473684,0.4276315789473684,0.75,0.10526315789473684
form_element_fields_insertions_2_91014135,form_element_irradiated_area_1_88375174,canonical_association,cooccurrence,0.4276315789473684,0.4276315789473684,0.75,0.10526315789473684
form_element_irradiated_area_1_88375174,form_element_fields_insertions_2_91014135,canonical_association,cooccurrence,0.4276315789473684,0.4276315789473684,0.75,0.10526315789473684
form_element_fields_insertions_2_91014135,form_element_irradiated_area_2_63754659,canonical_association,cooccurrence,0.4276315789473684,0.4276315789473684,0.75,0.10526315789473684
form_element_irradiated_area_2_63754659,form_element_fields_insertions_2_91014135,canonical_association,cooccurrence,0.4276315789473684,0.4276315789473684,0.75,0.10526315789473684
form_element_fields_insertions_2_91014135,form_element_irradiated_area_3_55972313,canonical_association,cooccurrence,0.4276315789473684,0.4276315789473684,0.75,0.10526315789473684
form_element_irradiated_area_3_55972313,form_element_fields_insertions_2_91014135,canonical_association,cooccurrence,0.4276315789473684,0.4276315789473684,0.75,0.10526315789473684
form_element_fields_insertions_2_91014135,form_element_procedure_82870315,canonical_association,cooccurrence,0.4276315789473684,0.4276315789473684,0.75,0.10526315789473684
form_element_procedure_82870315,form_element_fields_insertions_2_91014135,canonical_association,cooccurrence,0.4276315789473684,0.4276315789473684,0.75,0.10526315789473684
form_element_irradiated_area_1_88375174,form_element_irradiated_area_2_63754659,canonical_association,cooccurrence,0.4276315789473684,0.4276315789473684,0.75,0.10526315789473684
form_element_irradiated_area_2_63754659,form_element_irradiated_area_1_88375174,canonical_association,cooccurrence,0.4276315789473684,0.4276315789473684,0.75,0.10526315789473684
form_element_irradiated_area_1_88375174,form_element_irradiated_area_3_55972313,canonical_association,cooccurrence,0.4276315789473684,0.4276315789473684,0.75,0.10526315789473684
form_element_irradiated_area_3_55972313,form_element_irradiated_area_1_88375174,canonical_association,cooccurrence,0.4276315789473684,0.4276315789473684,0.75,0.10526315789473684
form_element_irradiated_area_1_88375174,form_element_procedure_82870315,canonical_association,cooccurrence,0.4276315789473684,0.4276315789473684,0.75,0.10526315789473684
form_element_procedure_82870315,form_element_irradiated_area_1_88375174,canonical_association,cooccurrence,0.4276315789473684,0.4276315789473684,0.75,0.10526315789473684
