source,target,edge_type,source_schema_edge_type,weight,structural_connectivity,containment_connectivity,cooccurrence_connectivity
form_group_outpatient_high_complexity_procedures_10046936,form_subgroup_hcpa_76610888,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_hcpa_76610888,form_subgroup_components_86594436,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_components_86594436,form_subgroup_general_data_83139245,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_general_data_83139245,form_element_issue_date_18955184,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_general_data_83139245,form_element_reason_for_encounter_67383054,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_general_data_83139245,form_element_healthcare_unit_87470489,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_general_data_83139245,form_element_state_91361128,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_general_data_83139245,form_element_patient_age_88111075,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_components_86594436,form_subgroup_radiotherapy_57512799,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_radiotherapy_57512799,form_element_date_of_beginning_of_radiotherapy_81254712,canonical_containment,containment,0.85,0.85,1.0,0.0
form_group_outpatient_high_complexity_procedures_10046936,form_subgroup_patient_discharge_38112828,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_patient_discharge_38112828,form_subgroup_components_29708649,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_components_29708649,form_element_date_of_discharge_27372904,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_components_29708649,form_element_reason_for_discharge_95059105,canonical_containment,containment,0.85,0.85,1.0,0.0
form_group_outpatient_high_complexity_procedures_10046936,form_subgroup_problem_diagnosis_45130873,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_problem_diagnosis_45130873,form_subgroup_structure_50515805,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_structure_50515805,form_element_problem_461990,canonical_containment,containment,0.85,0.85,1.0,0.0
