method,field_count,group_count,subgroup_count,max_depth,eta,final_complexity,operator_count,valid_operator_count,invalid_or_unwanted_operator_count,weighted_operator_burden,form_utility,query_count,strict_coverage,partial_coverage,pareto_optimal
aqf_full,47,9,15,6,1.0,53.0,248,248,0,227.0,88.61029769096045,54,0.9074074074074074,0.9074074074074074,True
aqf_topk_no_threshold,47,9,15,6,1.0,53.0,248,248,0,227.0,88.61029769096045,54,0.9074074074074074,0.9074074074074074,True
frequency_only,47,9,15,6,1.0,53.0,248,248,0,227.0,88.61029769096045,54,0.9074074074074074,0.9074074074074074,True
flattened_topk,47,1,1,6,1.0,53.0,248,248,0,227.0,88.61029769096045,54,0.9074074074074074,0.9074074074074074,True
no_operator_awareness,47,9,15,6,1.0,53.0,517,248,269,564.0,88.61029769096045,54,0.9074074074074074,0.9074074074074074,True
no_pruning,54,11,19,6,1.0,60.0,285,285,0,262.25,90.66366871579507,54,0.9814814814814815,0.9814814814814815,True
random_topk_1,47,10,15,6,1.0,53.0,245,245,0,224.5,78.87061463817938,54,0.7407407407407407,0.8298941798941799,False
random_topk_2,47,11,19,6,1.0,53.0,252,252,0,233.0,79.93110338216428,54,0.8148148148148148,0.8966490299823633,False
random_topk_3,47,11,19,6,1.0,53.0,247,247,0,225.75,78.31854637999496,54,0.8703703703703703,0.9181657848324515,False
random_topk_4,47,10,17,6,1.0,53.0,248,248,0,227.5,84.3615779562695,54,0.8333333333333334,0.8892416225749559,False
random_topk_5,47,10,17,6,1.0,53.0,247,247,0,226.25,76.59241231597393,54,0.7962962962962963,0.8757054673721341,False
random_topk_6,47,11,19,6,1.0,53.0,251,251,0,232.5,81.81445029032365,54,0.7407407407407407,0.8472663139329806,False
random_topk_7,47,11,18,6,1.0,53.0,249,249,0,230.0,78.15729218817606,54,0.7962962962962963,0.8838918283362728,False
random_topk_8,47,11,18,6,1.0,53.0,243,243,0,221.75,79.47666735125243,54,0.7222222222222222,0.8509553203997648,False
random_topk_9,47,10,15,6,1.0,53.0,249,249,0,228.5,82.81466748535775,54,0.8333333333333334,0.891358024691358,False
random_topk_10,47,9,16,6,1.0,53.0,247,247,0,226.75,79.48150470178656,54,0.7777777777777778,0.8671369782480893,False
