source,target,edge_type,source_schema_edge_type,weight,structural_connectivity,containment_connectivity,cooccurrence_connectivity
form_group_outpatient_high_complexity_procedures_91027212,form_subgroup_hcpa_89398120,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_hcpa_89398120,form_subgroup_components_24038946,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_components_24038946,form_subgroup_general_data_38462620,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_general_data_38462620,form_element_issue_date_80804973,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_general_data_38462620,form_element_reason_for_encounter_97051147,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_general_data_38462620,form_element_healthcare_unit_96356772,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_general_data_38462620,form_element_state_79464186,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_general_data_38462620,form_element_patient_age_1090556,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_components_24038946,form_subgroup_radiotherapy_63668042,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_radiotherapy_63668042,form_element_date_of_beginning_of_radiotherapy_34770090,canonical_containment,containment,0.5,0.5,1.0,0.0
form_group_outpatient_high_complexity_procedures_91027212,form_subgroup_patient_discharge_44288518,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_patient_discharge_44288518,form_subgroup_components_44005874,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_components_44005874,form_element_date_of_discharge_29002935,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_components_44005874,form_element_reason_for_discharge_81689963,canonical_containment,containment,0.5,0.5,1.0,0.0
form_group_outpatient_high_complexity_procedures_91027212,form_subgroup_problem_diagnosis_63859349,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_problem_diagnosis_63859349,form_subgroup_structure_33431957,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_structure_33431957,form_element_problem_59214014,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_structure_33431957,form_element_secondary_diagnosis_43978679,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_structure_33431957,form_element_associated_causes_24425198,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_structure_33431957,form_element_invaded_regional_linphonodes_44202795,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_structure_33431957,form_subgroup_tumour_tnm_cancer_staging_93441734,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_tumour_tnm_cancer_staging_93441734,form_subgroup_clinical_ctnm_64201659,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_clinical_ctnm_64201659,form_element_clinical_staging_12242462,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_tumour_tnm_cancer_staging_93441734,form_subgroup_pathological_ptnm_49176451,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_pathological_ptnm_49176451,form_element_histopathological_grading_g_88597952,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_pathological_ptnm_49176451,form_element_date_of_pathological_identification_7224105,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_tumour_tnm_cancer_staging_93441734,form_element_topography_91196920,canonical_containment,containment,0.5,0.5,1.0,0.0
form_group_outpatient_high_complexity_procedures_91027212,form_subgroup_procedure_undertaken_2566671,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_procedure_undertaken_2566671,form_subgroup_procedure_list_95247731,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_procedure_list_95247731,form_element_procedure_51737130,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_procedure_list_95247731,form_element_irradiated_area_1_42012717,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_procedure_list_95247731,form_element_irradiated_area_2_74623393,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_procedure_list_95247731,form_element_irradiated_area_3_38917214,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_procedure_list_95247731,form_element_fields_insertions_1_41039276,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_procedure_list_95247731,form_element_fields_insertions_2_25713135,canonical_containment,containment,0.5,0.5,1.0,0.0
form_group_outpatient_high_complexity_procedures_91027212,form_subgroup_bariatric_surgery_evaluation_87551443,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_bariatric_surgery_evaluation_87551443,form_subgroup_components_69583129,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_components_69583129,form_element_duration_of_follow_up_months_18467172,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_components_69583129,form_element_baros_score_51600771,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_components_69583129,form_element_baros_table_71440478,canonical_containment,containment,0.5,0.5,1.0,0.0
form_group_outpatient_high_complexity_procedures_91027212,form_subgroup_body_mass_index_32681255,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_body_mass_index_32681255,form_subgroup_history_69884042,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_history_69884042,form_subgroup_any_event_79681028,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_any_event_79681028,form_subgroup_single_53807888,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_single_53807888,form_element_body_mass_index_59634455,canonical_containment,containment,0.5,0.5,1.0,0.0
form_group_demographic_data_1661338,form_subgroup_demographic_data_51293370,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_demographic_data_51293370,form_subgroup_components_48130958,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_components_48130958,form_element_birth_date_28809229,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_components_48130958,form_element_gender_60088708,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_components_24038946,form_subgroup_chemotherapy_90809103,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_chemotherapy_90809103,form_element_duration_of_treatment_91857816,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_chemotherapy_90809103,form_element_schema_60184197,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_chemotherapy_90809103,form_element_date_of_beginning_of_chemotherapy_46666867,canonical_containment,containment,0.5,0.5,1.0,0.0
form_element_fields_insertions_1_41039276,form_element_fields_insertions_2_25713135,canonical_association,cooccurrence,0.4276315789473684,0.4276315789473684,0.75,0.10526315789473684
form_element_fields_insertions_2_25713135,form_element_fields_insertions_1_41039276,canonical_association,cooccurrence,0.4276315789473684,0.4276315789473684,0.75,0.10526315789473684
form_element_fields_insertions_1_41039276,form_element_irradiated_area_1_42012717,canonical_association,cooccurrence,0.4276315789473684,0.4276315789473684,0.75,0.10526315789473684
form_element_irradiated_area_1_42012717,form_element_fields_insertions_1_41039276,canonical_association,cooccurrence,0.4276315789473684,0.4276315789473684,0.75,0.10526315789473684
form_element_fields_insertions_1_41039276,form_element_irradiated_area_2_74623393,canonical_association,cooccurrence,0.4276315789473684,0.4276315789473684,0.75,0.10526315789473684
form_element_irradiated_area_2_74623393,form_element_fields_insertions_1_41039276,canonical_association,cooccurrence,0.4276315789473684,0.4276315789473684,0.75,0.10526315789473684
