source,target,edge_type,source_schema_edge_type,weight,structural_connectivity,containment_connectivity,cooccurrence_connectivity
form_group_outpatient_high_complexity_procedures_60019625,form_subgroup_hcpa_9761027,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_hcpa_9761027,form_subgroup_components_80339691,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_components_80339691,form_subgroup_general_data_62470571,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_general_data_62470571,form_element_issue_date_51444790,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_general_data_62470571,form_element_reason_for_encounter_16478145,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_general_data_62470571,form_element_healthcare_unit_94616322,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_general_data_62470571,form_element_state_61107782,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_general_data_62470571,form_element_patient_age_42804616,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_components_80339691,form_subgroup_radiotherapy_87253579,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_radiotherapy_87253579,form_element_date_of_beginning_of_radiotherapy_17549463,canonical_containment,containment,0.5,0.5,1.0,0.0
form_group_outpatient_high_complexity_procedures_60019625,form_subgroup_patient_discharge_25908155,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_patient_discharge_25908155,form_subgroup_components_51039120,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_components_51039120,form_element_date_of_discharge_56747797,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_components_51039120,form_element_reason_for_discharge_23600904,canonical_containment,containment,0.5,0.5,1.0,0.0
form_group_outpatient_high_complexity_procedures_60019625,form_subgroup_problem_diagnosis_53160938,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_problem_diagnosis_53160938,form_subgroup_structure_1605115,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_structure_1605115,form_element_problem_35759793,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_structure_1605115,form_element_secondary_diagnosis_2848482,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_structure_1605115,form_element_associated_causes_6960448,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_structure_1605115,form_element_invaded_regional_linphonodes_42285427,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_structure_1605115,form_subgroup_tumour_tnm_cancer_staging_94757452,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_tumour_tnm_cancer_staging_94757452,form_subgroup_clinical_ctnm_25797006,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_clinical_ctnm_25797006,form_element_clinical_staging_48783474,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_tumour_tnm_cancer_staging_94757452,form_subgroup_pathological_ptnm_22029714,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_pathological_ptnm_22029714,form_element_histopathological_grading_g_3237439,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_pathological_ptnm_22029714,form_element_date_of_pathological_identification_55788159,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_tumour_tnm_cancer_staging_94757452,form_element_topography_11051686,canonical_containment,containment,0.5,0.5,1.0,0.0
form_group_outpatient_high_complexity_procedures_60019625,form_subgroup_procedure_undertaken_83444911,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_procedure_undertaken_83444911,form_subgroup_procedure_list_3019323,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_procedure_list_3019323,form_element_procedure_77590880,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_procedure_list_3019323,form_element_irradiated_area_1_32220208,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_procedure_list_3019323,form_element_irradiated_area_2_47105756,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_procedure_list_3019323,form_element_irradiated_area_3_56809938,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_procedure_list_3019323,form_element_fields_insertions_1_48024826,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_procedure_list_3019323,form_element_fields_insertions_2_55918477,canonical_containment,containment,0.5,0.5,1.0,0.0
form_group_outpatient_high_complexity_procedures_60019625,form_subgroup_bariatric_surgery_evaluation_30572059,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_bariatric_surgery_evaluation_30572059,form_subgroup_components_53847265,canonical_containment,containment,0.5,0.5,1.0,0.0
