source,target,edge_type,source_schema_edge_type,weight,structural_connectivity,containment_connectivity,cooccurrence_connectivity
form_group_outpatient_high_complexity_procedures_66419702,form_subgroup_hcpa_46229867,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_hcpa_46229867,form_subgroup_components_80686297,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_components_80686297,form_subgroup_general_data_78667736,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_general_data_78667736,form_element_issue_date_26775228,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_general_data_78667736,form_element_reason_for_encounter_4138051,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_general_data_78667736,form_element_healthcare_unit_62168493,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_general_data_78667736,form_element_state_27368383,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_general_data_78667736,form_element_patient_age_57460407,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_components_80686297,form_subgroup_radiotherapy_1114979,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_radiotherapy_1114979,form_element_date_of_beginning_of_radiotherapy_69314406,canonical_containment,containment,0.85,0.85,1.0,0.0
form_group_outpatient_high_complexity_procedures_66419702,form_subgroup_patient_discharge_40387890,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_patient_discharge_40387890,form_subgroup_components_13427504,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_components_13427504,form_element_date_of_discharge_57644416,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_components_13427504,form_element_reason_for_discharge_61543959,canonical_containment,containment,0.85,0.85,1.0,0.0
form_group_outpatient_high_complexity_procedures_66419702,form_subgroup_problem_diagnosis_99838362,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_problem_diagnosis_99838362,form_subgroup_structure_1310260,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_structure_1310260,form_element_problem_94047485,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_structure_1310260,form_element_secondary_diagnosis_80314070,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_structure_1310260,form_element_associated_causes_55672280,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_structure_1310260,form_subgroup_tumour_tnm_cancer_staging_88362058,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_tumour_tnm_cancer_staging_88362058,form_subgroup_clinical_ctnm_92082040,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_clinical_ctnm_92082040,form_element_clinical_staging_52815581,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_tumour_tnm_cancer_staging_88362058,form_subgroup_pathological_ptnm_3690264,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_pathological_ptnm_3690264,form_element_date_of_pathological_identification_31587998,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_tumour_tnm_cancer_staging_88362058,form_element_topography_38870139,canonical_containment,containment,0.85,0.85,1.0,0.0
form_group_outpatient_high_complexity_procedures_66419702,form_subgroup_procedure_undertaken_90988012,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_procedure_undertaken_90988012,form_subgroup_procedure_list_5769917,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_procedure_list_5769917,form_element_procedure_22148925,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_procedure_list_5769917,form_element_irradiated_area_1_42411841,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_procedure_list_5769917,form_element_fields_insertions_1_95609686,canonical_containment,containment,0.85,0.85,1.0,0.0
form_group_outpatient_high_complexity_procedures_66419702,form_subgroup_bariatric_surgery_evaluation_53866003,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_bariatric_surgery_evaluation_53866003,form_subgroup_components_63285793,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_components_63285793,form_element_duration_of_follow_up_months_87184346,canonical_containment,containment,0.85,0.85,1.0,0.0
form_group_outpatient_high_complexity_procedures_66419702,form_subgroup_body_mass_index_44449622,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_body_mass_index_44449622,form_subgroup_history_96969856,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_history_96969856,form_subgroup_any_event_92062237,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_any_event_92062237,form_subgroup_single_36703535,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_single_36703535,form_element_body_mass_index_45351830,canonical_containment,containment,0.85,0.85,1.0,0.0
form_group_demographic_data_26399455,form_subgroup_demographic_data_69612434,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_demographic_data_69612434,form_subgroup_components_10284473,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_components_10284473,form_element_birth_date_54919296,canonical_containment,containment,0.85,0.85,1.0,0.0
form_element_fields_insertions_1_95609686,form_element_irradiated_area_1_42411841,canonical_association,cooccurrence,0.6532894736842105,0.6532894736842105,0.75,0.10526315789473684
form_element_irradiated_area_1_42411841,form_element_fields_insertions_1_95609686,canonical_association,cooccurrence,0.6532894736842105,0.6532894736842105,0.75,0.10526315789473684
form_element_fields_insertions_1_95609686,form_element_procedure_22148925,canonical_association,cooccurrence,0.6532894736842105,0.6532894736842105,0.75,0.10526315789473684
form_element_procedure_22148925,form_element_fields_insertions_1_95609686,canonical_association,cooccurrence,0.6532894736842105,0.6532894736842105,0.75,0.10526315789473684
form_element_irradiated_area_1_42411841,form_element_procedure_22148925,canonical_association,cooccurrence,0.6532894736842105,0.6532894736842105,0.75,0.10526315789473684
form_element_procedure_22148925,form_element_irradiated_area_1_42411841,canonical_association,cooccurrence,0.6532894736842105,0.6532894736842105,0.75,0.10526315789473684
