node_id,node_type,label,layer,base_queriability,upward_queriability,normalized_upward_queriability,raw_cartesian_queriability,cartesian_queriability,normalized_cartesian_queriability,queriability,normalized_queriability,field_id,canonical_path,record_family,form_group,nested_subgroup,kind,dv_type,operators,coverage,effective_diversity,local_utility,specificity,aqf_visual_weight,operator_count,weighted_operator_burden,depth
schema:root,root,EHR Schema,0,0.0,20.961620806729503,1.0,0.05612993269334717,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,composition_family,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,1,0.0,9.162864219114219,0.43712575013152516,0.036995475523009386,0.02330118902184941,0.02330118902184941,0.02330118902184941,0.02330118902184941,,,,,,,,,,,,,,,,
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::HCPA,canonical_group,HCPA,2,0.0,2.496153846153846,0.11908210100587655,0.04422664204227156,0.027855658873412775,0.027855658873412775,0.027855658873412775,0.027855658873412775,,,,,,,,,,,,,,,,
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::HCPA::components_/_General_data,canonical_subgroup,components / General data,3,0.0,2.275,0.1085316837364807,0.11308889622952677,0.07122778421046673,0.07122778421046673,0.07122778421046673,0.07122778421046673,,,,,,,,,,,,,,,,
field:cf_5cd62eaa6e16a8,field,issue date,4,0.5096153846153846,0.5096153846153846,0.024311831099042593,0.6841900006398512,0.43092946654660563,0.43092946654660563,0.43092946654660563,0.43092946654660563,cf_5cd62eaa6e16a8,HCPA / components / General data / issue date,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,HCPA,components / General data,temporal,DV_DATE,after;before;between;equals;is_known;is_unknown,1.0,0.38461538461538464,0.38461538461538464,0.5,0.5096153846153846,6.0,6.0,4.0
field:cf_775d9002cb4e7b,field,reason for encounter,4,0.425,0.425,0.02027514970901288,0.698099688992763,0.43969032913761713,0.43969032913761713,0.43969032913761713,0.43969032913761713,cf_775d9002cb4e7b,HCPA / components / General data / reason for encounter,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,HCPA,components / General data,coded,DV_CODED_TEXT,contains;equals;in;is_known;is_unknown;not_equals,1.0,0.3,0.3,0.5,0.425,6.0,5.5,4.0
field:cf_b87e8363f020f7,field,healthcare unit,4,0.425,0.425,0.02027514970901288,0.6499356807224043,0.4093547639126333,0.4093547639126333,0.4093547639126333,0.4093547639126333,cf_b87e8363f020f7,HCPA / components / General data / healthcare unit,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,HCPA,components / General data,coded,DV_CODED_TEXT,contains;equals;in;is_known;is_unknown;not_equals,1.0,0.3,0.3,0.5,0.425,6.0,5.5,4.0
field:cf_8b431261fa7dca,field,State,4,0.425,0.425,0.02027514970901288,0.5496192761488758,0.34617159159454003,0.34617159159454003,0.34617159159454003,0.34617159159454003,cf_8b431261fa7dca,HCPA / components / General data / State,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,HCPA,components / General data,coded,DV_CODED_TEXT,contains;equals;in;is_known;is_unknown;not_equals,1.0,0.3,0.3,0.5,0.425,6.0,5.5,4.0
field:cf_16800b2d3f5ef6,field,patient age,4,0.49038461538461536,0.49038461538461536,0.023394403510399474,0.7658673247486811,0.48237302122331255,0.48237302122331255,0.48237302122331255,0.48237302122331255,cf_16800b2d3f5ef6,HCPA / components / General data / patient age,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,HCPA,components / General data,numeric,DV_COUNT,<;>;between;equals;is_known;is_unknown,1.0,0.36538461538461536,0.36538461538461536,0.5,0.49038461538461536,6.0,6.0,4.0
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Patient_discharge,canonical_group,Patient discharge,2,0.0,0.8105769230769231,0.03866957286130737,0.137063017607053,0.08632761806725989,0.08632761806725989,0.08632761806725989,0.08632761806725989,,,,,,,,,,,,,,,,
