source,target,edge_type,source_schema_edge_type,weight,structural_connectivity,containment_connectivity,cooccurrence_connectivity
form_group_outpatient_high_complexity_procedures_59837635,form_subgroup_hcpa_86922062,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_hcpa_86922062,form_subgroup_components_30078916,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_components_30078916,form_subgroup_general_data_18415943,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_general_data_18415943,form_element_issue_date_52585522,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_general_data_18415943,form_element_reason_for_encounter_70414738,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_general_data_18415943,form_element_healthcare_unit_93918670,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_general_data_18415943,form_element_state_46917133,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_general_data_18415943,form_element_patient_age_17060178,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_components_30078916,form_subgroup_radiotherapy_34009782,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_radiotherapy_34009782,form_element_date_of_beginning_of_radiotherapy_30252211,canonical_containment,containment,0.85,0.85,1.0,0.0
form_group_outpatient_high_complexity_procedures_59837635,form_subgroup_patient_discharge_29818919,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_patient_discharge_29818919,form_subgroup_components_30038186,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_components_30038186,form_element_date_of_discharge_94647243,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_components_30038186,form_element_reason_for_discharge_37676600,canonical_containment,containment,0.85,0.85,1.0,0.0
form_group_outpatient_high_complexity_procedures_59837635,form_subgroup_problem_diagnosis_71812744,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_problem_diagnosis_71812744,form_subgroup_structure_76101862,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_structure_76101862,form_element_problem_85472250,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_structure_76101862,form_element_secondary_diagnosis_2414374,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_structure_76101862,form_element_associated_causes_30394189,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_structure_76101862,form_element_invaded_regional_linphonodes_11536331,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_structure_76101862,form_subgroup_tumour_tnm_cancer_staging_92101465,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_tumour_tnm_cancer_staging_92101465,form_subgroup_clinical_ctnm_4242247,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_clinical_ctnm_4242247,form_element_clinical_staging_34220579,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_tumour_tnm_cancer_staging_92101465,form_subgroup_pathological_ptnm_61551674,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_pathological_ptnm_61551674,form_element_histopathological_grading_g_86288882,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_pathological_ptnm_61551674,form_element_date_of_pathological_identification_3490372,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_tumour_tnm_cancer_staging_92101465,form_element_topography_10769215,canonical_containment,containment,0.85,0.85,1.0,0.0
form_group_outpatient_high_complexity_procedures_59837635,form_subgroup_procedure_undertaken_81214086,canonical_containment,containment,0.85,0.85,1.0,0.0
