source,target,edge_type,source_schema_edge_type,weight,structural_connectivity,containment_connectivity,cooccurrence_connectivity
form_group_outpatient_high_complexity_procedures_35562799,form_subgroup_hcpa_29791534,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_hcpa_29791534,form_subgroup_components_59882699,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_components_59882699,form_subgroup_general_data_97091386,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_general_data_97091386,form_element_issue_date_22166288,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_general_data_97091386,form_element_reason_for_encounter_59112019,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_general_data_97091386,form_element_healthcare_unit_38343613,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_general_data_97091386,form_element_state_5319306,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_general_data_97091386,form_element_patient_age_62040691,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_components_59882699,form_subgroup_radiotherapy_97623935,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_radiotherapy_97623935,form_element_date_of_beginning_of_radiotherapy_82088998,canonical_containment,containment,0.5,0.5,1.0,0.0
form_group_outpatient_high_complexity_procedures_35562799,form_subgroup_patient_discharge_23842814,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_patient_discharge_23842814,form_subgroup_components_91496008,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_components_91496008,form_element_date_of_discharge_98987073,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_components_91496008,form_element_reason_for_discharge_20454757,canonical_containment,containment,0.5,0.5,1.0,0.0
form_group_outpatient_high_complexity_procedures_35562799,form_subgroup_problem_diagnosis_90453613,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_problem_diagnosis_90453613,form_subgroup_structure_58997637,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_structure_58997637,form_element_problem_24455837,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_structure_58997637,form_element_secondary_diagnosis_82240115,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_structure_58997637,form_element_associated_causes_95758522,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_structure_58997637,form_element_invaded_regional_linphonodes_81308742,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_structure_58997637,form_subgroup_tumour_tnm_cancer_staging_70004642,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_tumour_tnm_cancer_staging_70004642,form_subgroup_clinical_ctnm_65379379,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_clinical_ctnm_65379379,form_element_clinical_staging_14508898,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_tumour_tnm_cancer_staging_70004642,form_subgroup_pathological_ptnm_49620912,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_pathological_ptnm_49620912,form_element_histopathological_grading_g_89508839,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_pathological_ptnm_49620912,form_element_date_of_pathological_identification_41577788,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_tumour_tnm_cancer_staging_70004642,form_element_topography_4229452,canonical_containment,containment,0.5,0.5,1.0,0.0
form_group_outpatient_high_complexity_procedures_35562799,form_subgroup_procedure_undertaken_73485357,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_procedure_undertaken_73485357,form_subgroup_procedure_list_85850238,canonical_containment,containment,0.5,0.5,1.0,0.0
form_subgroup_procedure_list_85850238,form_element_procedure_594528,canonical_containment,containment,0.5,0.5,1.0,0.0
