source,target,edge_type,source_schema_edge_type,weight,structural_connectivity,containment_connectivity,cooccurrence_connectivity
form_group_outpatient_high_complexity_procedures_33569764,form_subgroup_hcpa_64240231,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_hcpa_64240231,form_subgroup_components_12784311,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_components_12784311,form_subgroup_general_data_16234771,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_general_data_16234771,form_element_issue_date_32584478,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_general_data_16234771,form_element_reason_for_encounter_46826130,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_general_data_16234771,form_element_healthcare_unit_86814801,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_general_data_16234771,form_element_state_86948776,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_general_data_16234771,form_element_patient_age_20944733,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_components_12784311,form_subgroup_radiotherapy_63075307,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_radiotherapy_63075307,form_element_date_of_beginning_of_radiotherapy_94913167,canonical_containment,containment,0.7,0.7,1.0,0.0
form_group_outpatient_high_complexity_procedures_33569764,form_subgroup_patient_discharge_74170347,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_patient_discharge_74170347,form_subgroup_components_23267360,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_components_23267360,form_element_date_of_discharge_54547034,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_components_23267360,form_element_reason_for_discharge_54591237,canonical_containment,containment,0.7,0.7,1.0,0.0
form_group_outpatient_high_complexity_procedures_33569764,form_subgroup_problem_diagnosis_33784543,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_problem_diagnosis_33784543,form_subgroup_structure_72118773,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_structure_72118773,form_element_problem_29056692,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_structure_72118773,form_element_secondary_diagnosis_18119814,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_structure_72118773,form_element_associated_causes_66631741,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_structure_72118773,form_element_invaded_regional_linphonodes_24556906,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_structure_72118773,form_subgroup_tumour_tnm_cancer_staging_46562059,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_tumour_tnm_cancer_staging_46562059,form_subgroup_clinical_ctnm_49023869,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_clinical_ctnm_49023869,form_element_clinical_staging_93401828,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_tumour_tnm_cancer_staging_46562059,form_subgroup_pathological_ptnm_7975450,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_pathological_ptnm_7975450,form_element_histopathological_grading_g_21247522,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_pathological_ptnm_7975450,form_element_date_of_pathological_identification_79806468,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_tumour_tnm_cancer_staging_46562059,form_element_topography_89867071,canonical_containment,containment,0.7,0.7,1.0,0.0
form_group_outpatient_high_complexity_procedures_33569764,form_subgroup_procedure_undertaken_89402791,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_procedure_undertaken_89402791,form_subgroup_procedure_list_42897256,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_procedure_list_42897256,form_element_procedure_24242598,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_procedure_list_42897256,form_element_irradiated_area_1_58957340,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_procedure_list_42897256,form_element_fields_insertions_1_19353058,canonical_containment,containment,0.7,0.7,1.0,0.0
form_group_outpatient_high_complexity_procedures_33569764,form_subgroup_bariatric_surgery_evaluation_79886746,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_bariatric_surgery_evaluation_79886746,form_subgroup_components_64403733,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_components_64403733,form_element_duration_of_follow_up_months_82159108,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_components_64403733,form_element_baros_score_17334742,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_components_64403733,form_element_baros_table_89208627,canonical_containment,containment,0.7,0.7,1.0,0.0
form_group_outpatient_high_complexity_procedures_33569764,form_subgroup_body_mass_index_75720158,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_body_mass_index_75720158,form_subgroup_history_83961015,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_history_83961015,form_subgroup_any_event_97047102,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_any_event_97047102,form_subgroup_single_786870,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_single_786870,form_element_body_mass_index_7384955,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_components_12784311,form_subgroup_chemotherapy_8161147,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_chemotherapy_8161147,form_element_duration_of_treatment_15787938,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_chemotherapy_8161147,form_element_schema_35341247,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_chemotherapy_8161147,form_element_date_of_beginning_of_chemotherapy_94537179,canonical_containment,containment,0.7,0.7,1.0,0.0
form_element_fields_insertions_1_19353058,form_element_irradiated_area_1_58957340,canonical_association,cooccurrence,0.556578947368421,0.556578947368421,0.75,0.10526315789473684
form_element_irradiated_area_1_58957340,form_element_fields_insertions_1_19353058,canonical_association,cooccurrence,0.556578947368421,0.556578947368421,0.75,0.10526315789473684
form_element_fields_insertions_1_19353058,form_element_procedure_24242598,canonical_association,cooccurrence,0.556578947368421,0.556578947368421,0.75,0.10526315789473684
form_element_procedure_24242598,form_element_fields_insertions_1_19353058,canonical_association,cooccurrence,0.556578947368421,0.556578947368421,0.75,0.10526315789473684
form_element_fields_insertions_1_19353058,form_element_date_of_discharge_54547034,canonical_association,cooccurrence,0.20657894736842103,0.20657894736842103,0.25,0.10526315789473684
form_element_date_of_discharge_54547034,form_element_fields_insertions_1_19353058,canonical_association,cooccurrence,0.20657894736842103,0.20657894736842103,0.25,0.10526315789473684
form_element_fields_insertions_1_19353058,form_element_reason_for_discharge_54591237,canonical_association,cooccurrence,0.20657894736842103,0.20657894736842103,0.25,0.10526315789473684
form_element_reason_for_discharge_54591237,form_element_fields_insertions_1_19353058,canonical_association,cooccurrence,0.20657894736842103,0.20657894736842103,0.25,0.10526315789473684
form_element_fields_insertions_1_19353058,form_element_associated_causes_66631741,canonical_association,cooccurrence,0.20657894736842103,0.20657894736842103,0.25,0.10526315789473684
form_element_associated_causes_66631741,form_element_fields_insertions_1_19353058,canonical_association,cooccurrence,0.20657894736842103,0.20657894736842103,0.25,0.10526315789473684
form_element_fields_insertions_1_19353058,form_element_invaded_regional_linphonodes_24556906,canonical_association,cooccurrence,0.20657894736842103,0.20657894736842103,0.25,0.10526315789473684
form_element_invaded_regional_linphonodes_24556906,form_element_fields_insertions_1_19353058,canonical_association,cooccurrence,0.20657894736842103,0.20657894736842103,0.25,0.10526315789473684
form_element_fields_insertions_1_19353058,form_element_problem_29056692,canonical_association,cooccurrence,0.20657894736842103,0.20657894736842103,0.25,0.10526315789473684
form_element_problem_29056692,form_element_fields_insertions_1_19353058,canonical_association,cooccurrence,0.20657894736842103,0.20657894736842103,0.25,0.10526315789473684
