source,target,edge_type,source_schema_edge_type,weight,structural_connectivity,containment_connectivity,cooccurrence_connectivity
form_group_outpatient_high_complexity_procedures_194834,form_subgroup_hcpa_74548310,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_hcpa_74548310,form_subgroup_components_7249805,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_components_7249805,form_subgroup_general_data_94412527,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_general_data_94412527,form_element_issue_date_63950745,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_general_data_94412527,form_element_reason_for_encounter_65230111,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_general_data_94412527,form_element_healthcare_unit_40581627,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_general_data_94412527,form_element_state_95853446,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_general_data_94412527,form_element_patient_age_81650391,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_components_7249805,form_subgroup_radiotherapy_37494276,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_radiotherapy_37494276,form_element_date_of_beginning_of_radiotherapy_33961252,canonical_containment,containment,0.85,0.85,1.0,0.0
form_group_outpatient_high_complexity_procedures_194834,form_subgroup_patient_discharge_57912672,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_patient_discharge_57912672,form_subgroup_components_2554834,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_components_2554834,form_element_date_of_discharge_18424086,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_components_2554834,form_element_reason_for_discharge_68047046,canonical_containment,containment,0.85,0.85,1.0,0.0
form_group_outpatient_high_complexity_procedures_194834,form_subgroup_problem_diagnosis_87744913,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_problem_diagnosis_87744913,form_subgroup_structure_59260316,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_structure_59260316,form_element_problem_83771407,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_structure_59260316,form_element_secondary_diagnosis_81142740,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_structure_59260316,form_element_associated_causes_27038566,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_structure_59260316,form_element_invaded_regional_linphonodes_86171430,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_structure_59260316,form_subgroup_tumour_tnm_cancer_staging_21617691,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_tumour_tnm_cancer_staging_21617691,form_subgroup_clinical_ctnm_69326946,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_clinical_ctnm_69326946,form_element_clinical_staging_25498036,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_tumour_tnm_cancer_staging_21617691,form_subgroup_pathological_ptnm_86304218,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_pathological_ptnm_86304218,form_element_histopathological_grading_g_41089723,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_pathological_ptnm_86304218,form_element_date_of_pathological_identification_18574404,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_tumour_tnm_cancer_staging_21617691,form_element_topography_44025922,canonical_containment,containment,0.85,0.85,1.0,0.0
form_group_outpatient_high_complexity_procedures_194834,form_subgroup_procedure_undertaken_6972378,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_procedure_undertaken_6972378,form_subgroup_procedure_list_4119156,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_procedure_list_4119156,form_element_procedure_41788933,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_procedure_list_4119156,form_element_irradiated_area_1_4221580,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_procedure_list_4119156,form_element_irradiated_area_2_25838540,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_procedure_list_4119156,form_element_fields_insertions_1_91997514,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_procedure_list_4119156,form_element_fields_insertions_2_98473907,canonical_containment,containment,0.85,0.85,1.0,0.0
form_group_outpatient_high_complexity_procedures_194834,form_subgroup_bariatric_surgery_evaluation_40232209,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_bariatric_surgery_evaluation_40232209,form_subgroup_components_86521338,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_components_86521338,form_element_duration_of_follow_up_months_82346624,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_components_86521338,form_element_baros_score_33636508,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_components_86521338,form_element_baros_table_90581028,canonical_containment,containment,0.85,0.85,1.0,0.0
form_group_outpatient_high_complexity_procedures_194834,form_subgroup_body_mass_index_41615536,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_body_mass_index_41615536,form_subgroup_history_32312960,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_history_32312960,form_subgroup_any_event_12146134,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_any_event_12146134,form_subgroup_single_16066793,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_single_16066793,form_element_body_mass_index_64988739,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_components_7249805,form_subgroup_chemotherapy_23201713,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_chemotherapy_23201713,form_element_duration_of_treatment_22498389,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_chemotherapy_23201713,form_element_schema_22958293,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_chemotherapy_23201713,form_element_date_of_beginning_of_chemotherapy_70928998,canonical_containment,containment,0.85,0.85,1.0,0.0
form_element_fields_insertions_1_91997514,form_element_fields_insertions_2_98473907,canonical_association,cooccurrence,0.6532894736842105,0.6532894736842105,0.75,0.10526315789473684
form_element_fields_insertions_2_98473907,form_element_fields_insertions_1_91997514,canonical_association,cooccurrence,0.6532894736842105,0.6532894736842105,0.75,0.10526315789473684
form_element_fields_insertions_1_91997514,form_element_irradiated_area_1_4221580,canonical_association,cooccurrence,0.6532894736842105,0.6532894736842105,0.75,0.10526315789473684
form_element_irradiated_area_1_4221580,form_element_fields_insertions_1_91997514,canonical_association,cooccurrence,0.6532894736842105,0.6532894736842105,0.75,0.10526315789473684
form_element_fields_insertions_1_91997514,form_element_irradiated_area_2_25838540,canonical_association,cooccurrence,0.6532894736842105,0.6532894736842105,0.75,0.10526315789473684
form_element_irradiated_area_2_25838540,form_element_fields_insertions_1_91997514,canonical_association,cooccurrence,0.6532894736842105,0.6532894736842105,0.75,0.10526315789473684
form_element_fields_insertions_1_91997514,form_element_procedure_41788933,canonical_association,cooccurrence,0.6532894736842105,0.6532894736842105,0.75,0.10526315789473684
form_element_procedure_41788933,form_element_fields_insertions_1_91997514,canonical_association,cooccurrence,0.6532894736842105,0.6532894736842105,0.75,0.10526315789473684
form_element_fields_insertions_1_91997514,form_element_date_of_discharge_18424086,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_date_of_discharge_18424086,form_element_fields_insertions_1_91997514,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_fields_insertions_1_91997514,form_element_reason_for_discharge_68047046,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_reason_for_discharge_68047046,form_element_fields_insertions_1_91997514,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_fields_insertions_1_91997514,form_element_associated_causes_27038566,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_associated_causes_27038566,form_element_fields_insertions_1_91997514,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_fields_insertions_1_91997514,form_element_invaded_regional_linphonodes_86171430,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_invaded_regional_linphonodes_86171430,form_element_fields_insertions_1_91997514,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_fields_insertions_1_91997514,form_element_problem_83771407,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_problem_83771407,form_element_fields_insertions_1_91997514,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_fields_insertions_1_91997514,form_element_secondary_diagnosis_81142740,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_secondary_diagnosis_81142740,form_element_fields_insertions_1_91997514,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_fields_insertions_2_98473907,form_element_irradiated_area_1_4221580,canonical_association,cooccurrence,0.6532894736842105,0.6532894736842105,0.75,0.10526315789473684
form_element_irradiated_area_1_4221580,form_element_fields_insertions_2_98473907,canonical_association,cooccurrence,0.6532894736842105,0.6532894736842105,0.75,0.10526315789473684
form_element_fields_insertions_2_98473907,form_element_irradiated_area_2_25838540,canonical_association,cooccurrence,0.6532894736842105,0.6532894736842105,0.75,0.10526315789473684
form_element_irradiated_area_2_25838540,form_element_fields_insertions_2_98473907,canonical_association,cooccurrence,0.6532894736842105,0.6532894736842105,0.75,0.10526315789473684
form_element_fields_insertions_2_98473907,form_element_procedure_41788933,canonical_association,cooccurrence,0.6532894736842105,0.6532894736842105,0.75,0.10526315789473684
form_element_procedure_41788933,form_element_fields_insertions_2_98473907,canonical_association,cooccurrence,0.6532894736842105,0.6532894736842105,0.75,0.10526315789473684
form_element_fields_insertions_2_98473907,form_element_date_of_discharge_18424086,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_date_of_discharge_18424086,form_element_fields_insertions_2_98473907,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_fields_insertions_2_98473907,form_element_reason_for_discharge_68047046,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_reason_for_discharge_68047046,form_element_fields_insertions_2_98473907,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_fields_insertions_2_98473907,form_element_associated_causes_27038566,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_associated_causes_27038566,form_element_fields_insertions_2_98473907,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_fields_insertions_2_98473907,form_element_invaded_regional_linphonodes_86171430,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_invaded_regional_linphonodes_86171430,form_element_fields_insertions_2_98473907,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_fields_insertions_2_98473907,form_element_problem_83771407,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_problem_83771407,form_element_fields_insertions_2_98473907,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_fields_insertions_2_98473907,form_element_secondary_diagnosis_81142740,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_secondary_diagnosis_81142740,form_element_fields_insertions_2_98473907,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_irradiated_area_1_4221580,form_element_irradiated_area_2_25838540,canonical_association,cooccurrence,0.6532894736842105,0.6532894736842105,0.75,0.10526315789473684
form_element_irradiated_area_2_25838540,form_element_irradiated_area_1_4221580,canonical_association,cooccurrence,0.6532894736842105,0.6532894736842105,0.75,0.10526315789473684
form_element_irradiated_area_1_4221580,form_element_procedure_41788933,canonical_association,cooccurrence,0.6532894736842105,0.6532894736842105,0.75,0.10526315789473684
form_element_procedure_41788933,form_element_irradiated_area_1_4221580,canonical_association,cooccurrence,0.6532894736842105,0.6532894736842105,0.75,0.10526315789473684
form_element_irradiated_area_1_4221580,form_element_date_of_discharge_18424086,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_date_of_discharge_18424086,form_element_irradiated_area_1_4221580,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_irradiated_area_1_4221580,form_element_reason_for_discharge_68047046,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_reason_for_discharge_68047046,form_element_irradiated_area_1_4221580,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_irradiated_area_1_4221580,form_element_associated_causes_27038566,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_associated_causes_27038566,form_element_irradiated_area_1_4221580,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_irradiated_area_1_4221580,form_element_invaded_regional_linphonodes_86171430,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_invaded_regional_linphonodes_86171430,form_element_irradiated_area_1_4221580,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_irradiated_area_1_4221580,form_element_problem_83771407,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_problem_83771407,form_element_irradiated_area_1_4221580,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_irradiated_area_1_4221580,form_element_secondary_diagnosis_81142740,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_secondary_diagnosis_81142740,form_element_irradiated_area_1_4221580,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_irradiated_area_2_25838540,form_element_procedure_41788933,canonical_association,cooccurrence,0.6532894736842105,0.6532894736842105,0.75,0.10526315789473684
form_element_procedure_41788933,form_element_irradiated_area_2_25838540,canonical_association,cooccurrence,0.6532894736842105,0.6532894736842105,0.75,0.10526315789473684
form_element_irradiated_area_2_25838540,form_element_date_of_discharge_18424086,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_date_of_discharge_18424086,form_element_irradiated_area_2_25838540,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_irradiated_area_2_25838540,form_element_reason_for_discharge_68047046,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_reason_for_discharge_68047046,form_element_irradiated_area_2_25838540,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_irradiated_area_2_25838540,form_element_associated_causes_27038566,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_associated_causes_27038566,form_element_irradiated_area_2_25838540,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_irradiated_area_2_25838540,form_element_invaded_regional_linphonodes_86171430,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_invaded_regional_linphonodes_86171430,form_element_irradiated_area_2_25838540,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_irradiated_area_2_25838540,form_element_problem_83771407,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_problem_83771407,form_element_irradiated_area_2_25838540,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_irradiated_area_2_25838540,form_element_secondary_diagnosis_81142740,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_secondary_diagnosis_81142740,form_element_irradiated_area_2_25838540,canonical_association,cooccurrence,0.22828947368421051,0.22828947368421051,0.25,0.10526315789473684
form_element_procedure_41788933,form_element_healthcare_unit_40581627,canonical_association,cooccurrence,0.2765789473684211,0.2765789473684211,0.2,0.7105263157894737
form_element_healthcare_unit_40581627,form_element_procedure_41788933,canonical_association,cooccurrence,0.2765789473684211,0.2765789473684211,0.2,0.7105263157894737
form_element_procedure_41788933,form_element_issue_date_63950745,canonical_association,cooccurrence,0.2765789473684211,0.2765789473684211,0.2,0.7105263157894737
form_element_issue_date_63950745,form_element_procedure_41788933,canonical_association,cooccurrence,0.2765789473684211,0.2765789473684211,0.2,0.7105263157894737
form_element_procedure_41788933,form_element_patient_age_81650391,canonical_association,cooccurrence,0.2765789473684211,0.2765789473684211,0.2,0.7105263157894737
form_element_patient_age_81650391,form_element_procedure_41788933,canonical_association,cooccurrence,0.2765789473684211,0.2765789473684211,0.2,0.7105263157894737
form_element_procedure_41788933,form_element_reason_for_encounter_65230111,canonical_association,cooccurrence,0.2765789473684211,0.2765789473684211,0.2,0.7105263157894737
form_element_reason_for_encounter_65230111,form_element_procedure_41788933,canonical_association,cooccurrence,0.2765789473684211,0.2765789473684211,0.2,0.7105263157894737
form_element_procedure_41788933,form_element_state_95853446,canonical_association,cooccurrence,0.2765789473684211,0.2765789473684211,0.2,0.7105263157894737
form_element_state_95853446,form_element_procedure_41788933,canonical_association,cooccurrence,0.2765789473684211,0.2765789473684211,0.2,0.7105263157894737
form_element_procedure_41788933,form_element_date_of_discharge_18424086,canonical_association,cooccurrence,0.3190789473684211,0.3190789473684211,0.25,0.7105263157894737
form_element_date_of_discharge_18424086,form_element_procedure_41788933,canonical_association,cooccurrence,0.3190789473684211,0.3190789473684211,0.25,0.7105263157894737
form_element_procedure_41788933,form_element_reason_for_discharge_68047046,canonical_association,cooccurrence,0.3190789473684211,0.3190789473684211,0.25,0.7105263157894737
form_element_reason_for_discharge_68047046,form_element_procedure_41788933,canonical_association,cooccurrence,0.3190789473684211,0.3190789473684211,0.25,0.7105263157894737
form_element_procedure_41788933,form_element_topography_44025922,canonical_association,cooccurrence,0.20157894736842108,0.20157894736842108,0.2,0.21052631578947367
form_element_topography_44025922,form_element_procedure_41788933,canonical_association,cooccurrence,0.20157894736842108,0.20157894736842108,0.2,0.21052631578947367
