source,target,edge_type,weight,relation_strength,relative_queriability
schema:root,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,root_to_family,0.12968012920296354,33.0,0.12968012920296354
schema:root,family:openEHR-EHR-COMPOSITION.hospitalisation.v1,root_to_family,0.4314897767126985,15.0,0.4314897767126985
schema:root,family:openEHR-EHR-COMPOSITION.demographic_data.v1,root_to_family,0.43883009408433793,6.0,0.43883009408433793
family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::HCPA,family_to_group,0.11833009534324175,11.0,0.11833009534324175
family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Patient_discharge,family_to_group,0.5324628304591084,2.0,0.5324628304591084
family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis,family_to_group,0.10883631173480982,8.0,0.10883631173480982
family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Procedure_undertaken,family_to_group,0.24037076246283998,6.0,0.24037076246283998
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::HCPA,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::HCPA::components_/_General_data,group_to_subgroup,1.0,5.0,1.0
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::HCPA::components_/_General_data,field:cf_5cd62eaa6e16a8,subgroup_to_field,0.20437486795306872,1.0,0.20437486795306872
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::HCPA::components_/_General_data,field:cf_775d9002cb4e7b,subgroup_to_field,0.2085289546230497,1.0,0.2085289546230497
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::HCPA::components_/_General_data,field:cf_b87e8363f020f7,subgroup_to_field,0.1941448463981628,1.0,0.1941448463981628
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::HCPA::components_/_General_data,field:cf_8b431261fa7dca,subgroup_to_field,0.16418420085151736,1.0,0.16418420085151736
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::HCPA::components_/_General_data,field:cf_16800b2d3f5ef6,subgroup_to_field,0.2287671301742014,1.0,0.2287671301742014
field:cf_5cd62eaa6e16a8,field:cf_16800b2d3f5ef6,sibling_context,0.5,0.5,0.5
field:cf_775d9002cb4e7b,field:cf_16800b2d3f5ef6,sibling_context,0.4576923076923077,0.5,0.4576923076923077
field:cf_775d9002cb4e7b,field:cf_b87e8363f020f7,sibling_context,0.425,0.5,0.425
field:cf_b87e8363f020f7,field:cf_775d9002cb4e7b,sibling_context,0.425,0.5,0.425
field:cf_b87e8363f020f7,field:cf_8b431261fa7dca,sibling_context,0.425,0.5,0.425
field:cf_8b431261fa7dca,field:cf_b87e8363f020f7,sibling_context,0.425,0.5,0.425
field:cf_16800b2d3f5ef6,field:cf_5cd62eaa6e16a8,sibling_context,0.5,0.5,0.5
field:cf_16800b2d3f5ef6,field:cf_775d9002cb4e7b,sibling_context,0.4576923076923077,0.5,0.4576923076923077
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Patient_discharge,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Patient_discharge::Components,group_to_subgroup,1.0,2.0,1.0
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Patient_discharge::Components,field:cf_469c691048a0ce,subgroup_to_field,0.5094105904635433,1.0,0.5094105904635433
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Patient_discharge::Components,field:cf_49533263f29569,subgroup_to_field,0.49058940953645663,1.0,0.49058940953645663
field:cf_469c691048a0ce,field:cf_49533263f29569,sibling_context,0.40528846153846154,0.5,0.40528846153846154
field:cf_469c691048a0ce,group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Patient_discharge,cartesian,0.055820286240360686,,0.055820286240360686
field:cf_469c691048a0ce,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Patient_discharge::Components,cartesian,0.10376589539609599,,0.10376589539609599
field:cf_49533263f29569,field:cf_469c691048a0ce,sibling_context,0.40528846153846154,0.5,0.40528846153846154
field:cf_49533263f29569,group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Patient_discharge,cartesian,0.05146880034776871,,0.05146880034776871
field:cf_49533263f29569,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Patient_discharge::Components,cartesian,0.09567679624665802,,0.09567679624665802
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure,group_to_subgroup,1.0,4.0,1.0
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure,field:cf_bd9db9ae67063d,subgroup_to_field,0.2650025784058878,1.0,0.2650025784058878
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure,field:cf_4e7e8ca2916a1e,subgroup_to_field,0.3032671723056969,1.0,0.3032671723056969
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure,field:cf_0a229c157b8d2a,subgroup_to_field,0.2804646878615586,1.0,0.2804646878615586
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure,field:cf_af0c9a7d79fe64,subgroup_to_field,0.15126556142685676,1.0,0.15126556142685676
field:cf_bd9db9ae67063d,field:cf_4e7e8ca2916a1e,sibling_context,0.425,0.5,0.425
field:cf_4e7e8ca2916a1e,field:cf_bd9db9ae67063d,sibling_context,0.425,0.5,0.425
field:cf_4e7e8ca2916a1e,field:cf_0a229c157b8d2a,sibling_context,0.425,0.5,0.425
field:cf_0a229c157b8d2a,field:cf_4e7e8ca2916a1e,sibling_context,0.425,0.5,0.425
field:cf_0a229c157b8d2a,field:cf_af0c9a7d79fe64,sibling_context,0.3283653846153846,0.5,0.3283653846153846
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Procedure_undertaken,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Procedure_undertaken::Procedure_list,group_to_subgroup,1.0,6.0,1.0
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Procedure_undertaken::Procedure_list,field:cf_0b6364bb149692,subgroup_to_field,0.26898761209857247,1.0,0.26898761209857247
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Procedure_undertaken::Procedure_list,field:cf_e5c01940113606,subgroup_to_field,0.11086439804833458,1.0,0.11086439804833458
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Procedure_undertaken::Procedure_list,field:cf_fc5be63ab59287,subgroup_to_field,0.24190239736602753,1.0,0.24190239736602753
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Procedure_undertaken::Procedure_list,field:cf_821e1930333a5c,subgroup_to_field,0.06988319829388856,1.0,0.06988319829388856
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Procedure_undertaken::Procedure_list,field:cf_c9b3a708f95249,subgroup_to_field,0.13547057099977527,1.0,0.13547057099977527
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Procedure_undertaken::Procedure_list,field:cf_bbec72e0a270f7,subgroup_to_field,0.17289182319340154,1.0,0.17289182319340154
field:cf_0b6364bb149692,field:cf_fc5be63ab59287,sibling_context,0.35432692307692304,0.5,0.35432692307692304
field:cf_af0c9a7d79fe64,field:cf_0a229c157b8d2a,sibling_context,0.3283653846153846,0.5,0.3283653846153846
field:cf_e5c01940113606,field:cf_c9b3a708f95249,sibling_context,0.1766826923076923,0.5,0.1766826923076923
field:cf_e5c01940113606,field:cf_821e1930333a5c,sibling_context,0.13221153846153844,0.5,0.13221153846153844
field:cf_fc5be63ab59287,field:cf_0b6364bb149692,sibling_context,0.35432692307692304,0.5,0.35432692307692304
field:cf_fc5be63ab59287,field:cf_bbec72e0a270f7,sibling_context,0.2752403846153846,0.5,0.2752403846153846
field:cf_821e1930333a5c,field:cf_e5c01940113606,sibling_context,0.13221153846153844,0.5,0.13221153846153844
field:cf_c9b3a708f95249,field:cf_bbec72e0a270f7,sibling_context,0.21394230769230768,0.5,0.21394230769230768
field:cf_c9b3a708f95249,field:cf_e5c01940113606,sibling_context,0.1766826923076923,0.5,0.1766826923076923
field:cf_bbec72e0a270f7,field:cf_fc5be63ab59287,sibling_context,0.2752403846153846,0.5,0.2752403846153846
field:cf_bbec72e0a270f7,field:cf_c9b3a708f95249,sibling_context,0.21394230769230768,0.5,0.21394230769230768
family:openEHR-EHR-COMPOSITION.hospitalisation.v1,group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge,family_to_group,0.14599101958871422,4.0,0.14599101958871422
family:openEHR-EHR-COMPOSITION.hospitalisation.v1,group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Authorization_for_hospital_admission,family_to_group,0.21260929906117193,2.0,0.21260929906117193
family:openEHR-EHR-COMPOSITION.hospitalisation.v1,group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission,family_to_group,0.15714237451208346,6.0,0.15714237451208346
family:openEHR-EHR-COMPOSITION.hospitalisation.v1,group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Problem/Diagnosis,family_to_group,0.293310399030322,2.0,0.293310399030322
family:openEHR-EHR-COMPOSITION.hospitalisation.v1,group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Procedure_undertaken,family_to_group,0.19094690780770845,1.0,0.19094690780770845
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge::Components,group_to_subgroup,1.0,4.0,1.0
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge::Components,field:cf_79ed78f34fef6f,subgroup_to_field,0.40963870960952325,1.0,0.40963870960952325
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge::Components,field:cf_be52992cb12705,subgroup_to_field,0.07135565730189784,1.0,0.07135565730189784
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge::Components,field:cf_1285e1e2c004f2,subgroup_to_field,0.3067388427448809,1.0,0.3067388427448809
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge::Components,field:cf_80f721f9446bd3,subgroup_to_field,0.21226679034369797,1.0,0.21226679034369797
field:cf_79ed78f34fef6f,field:cf_1285e1e2c004f2,sibling_context,0.6395833333333333,0.5,0.6395833333333333
field:cf_79ed78f34fef6f,group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge,cartesian,0.05833037736489594,,0.05833037736489594
field:cf_79ed78f34fef6f,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge::Components,cartesian,0.10843197417508421,,0.10843197417508421
field:cf_79ed78f34fef6f,field:cf_80f721f9446bd3,cartesian,0.06607435954022242,,0.06607435954022242
field:cf_be52992cb12705,field:cf_80f721f9446bd3,sibling_context,0.26458333333333334,0.5,0.26458333333333334
field:cf_1285e1e2c004f2,field:cf_79ed78f34fef6f,sibling_context,0.6395833333333333,0.5,0.6395833333333333
field:cf_1285e1e2c004f2,field:cf_80f721f9446bd3,sibling_context,0.39375,0.5,0.39375
field:cf_80f721f9446bd3,field:cf_1285e1e2c004f2,sibling_context,0.39375,0.5,0.39375
field:cf_80f721f9446bd3,field:cf_be52992cb12705,sibling_context,0.26458333333333334,0.5,0.26458333333333334
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Authorization_for_hospital_admission,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Authorization_for_hospital_admission::Components,group_to_subgroup,1.0,2.0,1.0
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Authorization_for_hospital_admission::Components,field:cf_ba8421601b1980,subgroup_to_field,0.592725724430414,1.0,0.592725724430414
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Authorization_for_hospital_admission::Components,field:cf_ba09c313b94cba,subgroup_to_field,0.40727427556958595,1.0,0.40727427556958595
field:cf_ba8421601b1980,field:cf_ba09c313b94cba,sibling_context,0.6604166666666667,0.5,0.6604166666666667
field:cf_ba8421601b1980,group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Authorization_for_hospital_admission,cartesian,0.142659032582144,,0.142659032582144
field:cf_ba8421601b1980,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Authorization_for_hospital_admission::Components,cartesian,0.26519287608961833,,0.26519287608961833
field:cf_ba09c313b94cba,field:cf_ba8421601b1980,sibling_context,0.6604166666666667,0.5,0.6604166666666667
field:cf_ba09c313b94cba,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Authorization_for_hospital_admission::Components,cartesian,0.07933650460594714,,0.07933650460594714
