source,target,edge_type,source_schema_edge_type,weight,structural_connectivity,containment_connectivity,cooccurrence_connectivity
form_group_outpatient_high_complexity_procedures_67474631,form_subgroup_hcpa_26260662,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_hcpa_26260662,form_subgroup_components_2790065,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_components_2790065,form_subgroup_general_data_60440290,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_general_data_60440290,form_element_issue_date_17657174,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_general_data_60440290,form_element_reason_for_encounter_14370946,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_general_data_60440290,form_element_healthcare_unit_28150267,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_general_data_60440290,form_element_state_10905515,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_general_data_60440290,form_element_patient_age_31498469,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_components_2790065,form_subgroup_radiotherapy_86218061,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_radiotherapy_86218061,form_element_date_of_beginning_of_radiotherapy_8853422,canonical_containment,containment,0.7,0.7,1.0,0.0
form_group_outpatient_high_complexity_procedures_67474631,form_subgroup_patient_discharge_19831530,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_patient_discharge_19831530,form_subgroup_components_51198706,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_components_51198706,form_element_date_of_discharge_16608159,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_components_51198706,form_element_reason_for_discharge_45503663,canonical_containment,containment,0.7,0.7,1.0,0.0
form_group_outpatient_high_complexity_procedures_67474631,form_subgroup_problem_diagnosis_9973471,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_problem_diagnosis_9973471,form_subgroup_structure_98119974,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_structure_98119974,form_element_problem_25318619,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_structure_98119974,form_element_secondary_diagnosis_93214450,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_structure_98119974,form_element_associated_causes_78448632,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_structure_98119974,form_element_invaded_regional_linphonodes_32967841,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_structure_98119974,form_subgroup_tumour_tnm_cancer_staging_26860910,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_tumour_tnm_cancer_staging_26860910,form_subgroup_clinical_ctnm_1124572,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_clinical_ctnm_1124572,form_element_clinical_staging_86162841,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_tumour_tnm_cancer_staging_26860910,form_subgroup_pathological_ptnm_42096477,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_pathological_ptnm_42096477,form_element_histopathological_grading_g_90050236,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_pathological_ptnm_42096477,form_element_date_of_pathological_identification_90065864,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_tumour_tnm_cancer_staging_26860910,form_element_topography_61555651,canonical_containment,containment,0.7,0.7,1.0,0.0
form_group_outpatient_high_complexity_procedures_67474631,form_subgroup_procedure_undertaken_33563580,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_procedure_undertaken_33563580,form_subgroup_procedure_list_46670448,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_procedure_list_46670448,form_element_procedure_72395142,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_procedure_list_46670448,form_element_irradiated_area_1_5121653,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_procedure_list_46670448,form_element_fields_insertions_1_98065715,canonical_containment,containment,0.7,0.7,1.0,0.0
form_group_outpatient_high_complexity_procedures_67474631,form_subgroup_bariatric_surgery_evaluation_39439526,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_bariatric_surgery_evaluation_39439526,form_subgroup_components_56101399,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_components_56101399,form_element_duration_of_follow_up_months_51511387,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_components_56101399,form_element_baros_score_23023240,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_components_56101399,form_element_baros_table_89529063,canonical_containment,containment,0.7,0.7,1.0,0.0
form_group_outpatient_high_complexity_procedures_67474631,form_subgroup_body_mass_index_25900325,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_body_mass_index_25900325,form_subgroup_history_79561389,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_history_79561389,form_subgroup_any_event_11104959,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_any_event_11104959,form_subgroup_single_52128521,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_single_52128521,form_element_body_mass_index_95914993,canonical_containment,containment,0.7,0.7,1.0,0.0
form_group_demographic_data_91438986,form_subgroup_demographic_data_75467329,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_demographic_data_75467329,form_subgroup_components_48484380,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_components_48484380,form_element_birth_date_19270610,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_components_2790065,form_subgroup_chemotherapy_72863066,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_chemotherapy_72863066,form_element_duration_of_treatment_32793245,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_chemotherapy_72863066,form_element_schema_78808603,canonical_containment,containment,0.7,0.7,1.0,0.0
form_subgroup_chemotherapy_72863066,form_element_date_of_beginning_of_chemotherapy_85289754,canonical_containment,containment,0.7,0.7,1.0,0.0
form_element_fields_insertions_1_98065715,form_element_irradiated_area_1_5121653,canonical_association,cooccurrence,0.556578947368421,0.556578947368421,0.75,0.10526315789473684
form_element_irradiated_area_1_5121653,form_element_fields_insertions_1_98065715,canonical_association,cooccurrence,0.556578947368421,0.556578947368421,0.75,0.10526315789473684
form_element_fields_insertions_1_98065715,form_element_procedure_72395142,canonical_association,cooccurrence,0.556578947368421,0.556578947368421,0.75,0.10526315789473684
form_element_procedure_72395142,form_element_fields_insertions_1_98065715,canonical_association,cooccurrence,0.556578947368421,0.556578947368421,0.75,0.10526315789473684
form_element_irradiated_area_1_5121653,form_element_procedure_72395142,canonical_association,cooccurrence,0.556578947368421,0.556578947368421,0.75,0.10526315789473684
form_element_procedure_72395142,form_element_irradiated_area_1_5121653,canonical_association,cooccurrence,0.556578947368421,0.556578947368421,0.75,0.10526315789473684
form_element_procedure_72395142,form_element_healthcare_unit_28150267,canonical_association,cooccurrence,0.3531578947368421,0.3531578947368421,0.2,0.7105263157894737
form_element_healthcare_unit_28150267,form_element_procedure_72395142,canonical_association,cooccurrence,0.3531578947368421,0.3531578947368421,0.2,0.7105263157894737
form_element_procedure_72395142,form_element_issue_date_17657174,canonical_association,cooccurrence,0.3531578947368421,0.3531578947368421,0.2,0.7105263157894737
form_element_issue_date_17657174,form_element_procedure_72395142,canonical_association,cooccurrence,0.3531578947368421,0.3531578947368421,0.2,0.7105263157894737
form_element_procedure_72395142,form_element_patient_age_31498469,canonical_association,cooccurrence,0.3531578947368421,0.3531578947368421,0.2,0.7105263157894737
form_element_patient_age_31498469,form_element_procedure_72395142,canonical_association,cooccurrence,0.3531578947368421,0.3531578947368421,0.2,0.7105263157894737
form_element_procedure_72395142,form_element_reason_for_encounter_14370946,canonical_association,cooccurrence,0.3531578947368421,0.3531578947368421,0.2,0.7105263157894737
form_element_reason_for_encounter_14370946,form_element_procedure_72395142,canonical_association,cooccurrence,0.3531578947368421,0.3531578947368421,0.2,0.7105263157894737
form_element_procedure_72395142,form_element_state_10905515,canonical_association,cooccurrence,0.3531578947368421,0.3531578947368421,0.2,0.7105263157894737
form_element_state_10905515,form_element_procedure_72395142,canonical_association,cooccurrence,0.3531578947368421,0.3531578947368421,0.2,0.7105263157894737
form_element_procedure_72395142,form_element_date_of_discharge_16608159,canonical_association,cooccurrence,0.38815789473684215,0.38815789473684215,0.25,0.7105263157894737
form_element_date_of_discharge_16608159,form_element_procedure_72395142,canonical_association,cooccurrence,0.38815789473684215,0.38815789473684215,0.25,0.7105263157894737
form_element_procedure_72395142,form_element_reason_for_discharge_45503663,canonical_association,cooccurrence,0.38815789473684215,0.38815789473684215,0.25,0.7105263157894737
form_element_reason_for_discharge_45503663,form_element_procedure_72395142,canonical_association,cooccurrence,0.38815789473684215,0.38815789473684215,0.25,0.7105263157894737
form_element_procedure_72395142,form_element_associated_causes_78448632,canonical_association,cooccurrence,0.38815789473684215,0.38815789473684215,0.25,0.7105263157894737
form_element_associated_causes_78448632,form_element_procedure_72395142,canonical_association,cooccurrence,0.38815789473684215,0.38815789473684215,0.25,0.7105263157894737
form_element_procedure_72395142,form_element_problem_25318619,canonical_association,cooccurrence,0.38815789473684215,0.38815789473684215,0.25,0.7105263157894737
form_element_problem_25318619,form_element_procedure_72395142,canonical_association,cooccurrence,0.38815789473684215,0.38815789473684215,0.25,0.7105263157894737
form_element_procedure_72395142,form_element_secondary_diagnosis_93214450,canonical_association,cooccurrence,0.38815789473684215,0.38815789473684215,0.25,0.7105263157894737
form_element_secondary_diagnosis_93214450,form_element_procedure_72395142,canonical_association,cooccurrence,0.38815789473684215,0.38815789473684215,0.25,0.7105263157894737
form_element_healthcare_unit_28150267,form_element_issue_date_17657174,canonical_association,cooccurrence,0.773157894736842,0.773157894736842,0.8,0.7105263157894737
form_element_issue_date_17657174,form_element_healthcare_unit_28150267,canonical_association,cooccurrence,0.773157894736842,0.773157894736842,0.8,0.7105263157894737
form_element_healthcare_unit_28150267,form_element_patient_age_31498469,canonical_association,cooccurrence,0.773157894736842,0.773157894736842,0.8,0.7105263157894737
