source,target,edge_type,source_schema_edge_type,weight,structural_connectivity,containment_connectivity,cooccurrence_connectivity
form_group_outpatient_high_complexity_procedures_31677993,form_subgroup_hcpa_5424457,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_hcpa_5424457,form_subgroup_components_67733052,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_components_67733052,form_subgroup_general_data_87548564,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_general_data_87548564,form_element_issue_date_66665194,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_general_data_87548564,form_element_reason_for_encounter_23150983,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_general_data_87548564,form_element_healthcare_unit_36385474,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_general_data_87548564,form_element_state_6589679,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_general_data_87548564,form_element_patient_age_95540452,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_components_67733052,form_subgroup_radiotherapy_50967115,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_radiotherapy_50967115,form_element_date_of_beginning_of_radiotherapy_7472638,canonical_containment,containment,0.85,0.85,1.0,0.0
form_group_outpatient_high_complexity_procedures_31677993,form_subgroup_patient_discharge_66816502,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_patient_discharge_66816502,form_subgroup_components_42783928,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_components_42783928,form_element_date_of_discharge_47378623,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_components_42783928,form_element_reason_for_discharge_25592161,canonical_containment,containment,0.85,0.85,1.0,0.0
form_group_outpatient_high_complexity_procedures_31677993,form_subgroup_problem_diagnosis_89617155,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_problem_diagnosis_89617155,form_subgroup_structure_86575419,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_structure_86575419,form_element_problem_74641962,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_structure_86575419,form_element_secondary_diagnosis_18935361,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_structure_86575419,form_element_associated_causes_55706425,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_structure_86575419,form_element_invaded_regional_linphonodes_47030299,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_structure_86575419,form_subgroup_tumour_tnm_cancer_staging_90229781,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_tumour_tnm_cancer_staging_90229781,form_subgroup_clinical_ctnm_67043633,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_clinical_ctnm_67043633,form_element_clinical_staging_67366980,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_tumour_tnm_cancer_staging_90229781,form_subgroup_pathological_ptnm_55443076,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_pathological_ptnm_55443076,form_element_histopathological_grading_g_36222668,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_pathological_ptnm_55443076,form_element_date_of_pathological_identification_52490525,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_tumour_tnm_cancer_staging_90229781,form_element_topography_38477725,canonical_containment,containment,0.85,0.85,1.0,0.0
form_group_outpatient_high_complexity_procedures_31677993,form_subgroup_procedure_undertaken_39388527,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_procedure_undertaken_39388527,form_subgroup_procedure_list_84977946,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_procedure_list_84977946,form_element_procedure_23629585,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_procedure_list_84977946,form_element_irradiated_area_1_14936072,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_procedure_list_84977946,form_element_irradiated_area_2_24278957,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_procedure_list_84977946,form_element_fields_insertions_1_61380544,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_procedure_list_84977946,form_element_fields_insertions_2_77658710,canonical_containment,containment,0.85,0.85,1.0,0.0
form_group_outpatient_high_complexity_procedures_31677993,form_subgroup_bariatric_surgery_evaluation_86549725,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_bariatric_surgery_evaluation_86549725,form_subgroup_components_63905673,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_components_63905673,form_element_duration_of_follow_up_months_31216274,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_components_63905673,form_element_baros_score_74069081,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_components_63905673,form_element_baros_table_170913,canonical_containment,containment,0.85,0.85,1.0,0.0
form_group_outpatient_high_complexity_procedures_31677993,form_subgroup_body_mass_index_53667711,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_body_mass_index_53667711,form_subgroup_history_53419661,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_history_53419661,form_subgroup_any_event_13969784,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_any_event_13969784,form_subgroup_single_19116362,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_single_19116362,form_element_body_mass_index_11748375,canonical_containment,containment,0.85,0.85,1.0,0.0
form_group_demographic_data_55677539,form_subgroup_demographic_data_98944490,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_demographic_data_98944490,form_subgroup_components_45490175,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_components_45490175,form_element_birth_date_78690186,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_components_67733052,form_subgroup_chemotherapy_23672868,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_chemotherapy_23672868,form_element_duration_of_treatment_34269163,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_chemotherapy_23672868,form_element_schema_24506871,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_chemotherapy_23672868,form_element_date_of_beginning_of_chemotherapy_4324795,canonical_containment,containment,0.85,0.85,1.0,0.0
form_element_fields_insertions_1_61380544,form_element_fields_insertions_2_77658710,canonical_association,cooccurrence,0.6532894736842105,0.6532894736842105,0.75,0.10526315789473684
form_element_fields_insertions_2_77658710,form_element_fields_insertions_1_61380544,canonical_association,cooccurrence,0.6532894736842105,0.6532894736842105,0.75,0.10526315789473684
form_element_fields_insertions_1_61380544,form_element_irradiated_area_1_14936072,canonical_association,cooccurrence,0.6532894736842105,0.6532894736842105,0.75,0.10526315789473684
form_element_irradiated_area_1_14936072,form_element_fields_insertions_1_61380544,canonical_association,cooccurrence,0.6532894736842105,0.6532894736842105,0.75,0.10526315789473684
form_element_fields_insertions_1_61380544,form_element_irradiated_area_2_24278957,canonical_association,cooccurrence,0.6532894736842105,0.6532894736842105,0.75,0.10526315789473684
form_element_irradiated_area_2_24278957,form_element_fields_insertions_1_61380544,canonical_association,cooccurrence,0.6532894736842105,0.6532894736842105,0.75,0.10526315789473684
form_element_fields_insertions_1_61380544,form_element_procedure_23629585,canonical_association,cooccurrence,0.6532894736842105,0.6532894736842105,0.75,0.10526315789473684
form_element_procedure_23629585,form_element_fields_insertions_1_61380544,canonical_association,cooccurrence,0.6532894736842105,0.6532894736842105,0.75,0.10526315789473684
form_element_fields_insertions_2_77658710,form_element_irradiated_area_1_14936072,canonical_association,cooccurrence,0.6532894736842105,0.6532894736842105,0.75,0.10526315789473684
