source,target,edge_type,source_schema_edge_type,weight,structural_connectivity,containment_connectivity,cooccurrence_connectivity
form_group_outpatient_high_complexity_procedures_43208405,form_subgroup_hcpa_74455878,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_hcpa_74455878,form_subgroup_components_27270818,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_components_27270818,form_subgroup_general_data_70704480,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_general_data_70704480,form_element_issue_date_49957178,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_general_data_70704480,form_element_reason_for_encounter_20229445,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_general_data_70704480,form_element_healthcare_unit_46588062,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_general_data_70704480,form_element_state_78832791,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_general_data_70704480,form_element_patient_age_17286351,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_components_27270818,form_subgroup_radiotherapy_82896994,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_radiotherapy_82896994,form_element_date_of_beginning_of_radiotherapy_77616802,canonical_containment,containment,0.85,0.85,1.0,0.0
form_group_outpatient_high_complexity_procedures_43208405,form_subgroup_patient_discharge_94149843,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_patient_discharge_94149843,form_subgroup_components_83426737,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_components_83426737,form_element_date_of_discharge_544343,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_components_83426737,form_element_reason_for_discharge_4018889,canonical_containment,containment,0.85,0.85,1.0,0.0
form_group_outpatient_high_complexity_procedures_43208405,form_subgroup_problem_diagnosis_25268955,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_problem_diagnosis_25268955,form_subgroup_structure_14794439,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_structure_14794439,form_element_problem_90880101,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_structure_14794439,form_element_secondary_diagnosis_33808138,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_structure_14794439,form_element_associated_causes_35434840,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_structure_14794439,form_element_invaded_regional_linphonodes_58036811,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_structure_14794439,form_subgroup_tumour_tnm_cancer_staging_61330002,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_tumour_tnm_cancer_staging_61330002,form_subgroup_clinical_ctnm_90545124,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_clinical_ctnm_90545124,form_element_clinical_staging_49961769,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_tumour_tnm_cancer_staging_61330002,form_subgroup_pathological_ptnm_95690797,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_pathological_ptnm_95690797,form_element_histopathological_grading_g_9215037,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_pathological_ptnm_95690797,form_element_date_of_pathological_identification_32213231,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_tumour_tnm_cancer_staging_61330002,form_element_topography_75503652,canonical_containment,containment,0.85,0.85,1.0,0.0
form_group_outpatient_high_complexity_procedures_43208405,form_subgroup_procedure_undertaken_23926211,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_procedure_undertaken_23926211,form_subgroup_procedure_list_80418903,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_procedure_list_80418903,form_element_procedure_84025190,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_procedure_list_80418903,form_element_irradiated_area_1_29395114,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_procedure_list_80418903,form_element_irradiated_area_2_49744467,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_procedure_list_80418903,form_element_irradiated_area_3_79249968,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_procedure_list_80418903,form_element_fields_insertions_1_99604874,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_procedure_list_80418903,form_element_fields_insertions_2_33348727,canonical_containment,containment,0.85,0.85,1.0,0.0
form_group_outpatient_high_complexity_procedures_43208405,form_subgroup_bariatric_surgery_evaluation_7838373,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_bariatric_surgery_evaluation_7838373,form_subgroup_components_49177047,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_components_49177047,form_element_duration_of_follow_up_months_66154912,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_components_49177047,form_element_baros_score_58488487,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_components_49177047,form_element_baros_table_3006621,canonical_containment,containment,0.85,0.85,1.0,0.0
form_group_outpatient_high_complexity_procedures_43208405,form_subgroup_body_mass_index_96696830,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_body_mass_index_96696830,form_subgroup_history_69248942,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_history_69248942,form_subgroup_any_event_82965150,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_any_event_82965150,form_subgroup_single_79905966,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_single_79905966,form_element_body_mass_index_85752702,canonical_containment,containment,0.85,0.85,1.0,0.0
form_group_demographic_data_16685976,form_subgroup_demographic_data_44790578,canonical_containment,containment,0.85,0.85,1.0,0.0
form_subgroup_demographic_data_44790578,form_subgroup_components_31166692,canonical_containment,containment,0.85,0.85,1.0,0.0
